geometry,coordinates,OBJECTID,CARTONAME,SUBDIVISION,Shape_Length
LineString,"-78.76833791356707,35.59017920305889,-78.76833526250627,35.59020173293457,-78.76832205810697,35.590401614212034,-78.7683014383108,35.59072336644656,-78.76827295320565,35.59116796676093,-78.76827162258539,35.59118872700059,-78.76823912349401,35.5916958819452,-78.76823450899248,35.59176787762246,-78.76821936050331,35.59187401975194,-78.76821216328365,35.591903287899356,-78.76820459527553,35.591925988663675,-78.76819482729361,35.59194580076181,-78.76818064714354,35.591964883325836,-78.76816514773071,35.59198143855934,-78.7681465688751,35.591995465808196,-78.76812578798483,35.59200732459937,-78.76810059794146,35.59201701252325,-78.76807586493395,35.59202201224834,-78.76805379276482,35.59202232978356,-78.7680312905139,35.59201868215112,-78.76800746893879,35.592012147526624,-78.76798718427216,35.59200561784667,-78.76796324894072,35.59199641756616,-78.76764871770388,35.59186639410549,-78.76707100940284,35.59161388418806,-78.76699180062333,35.59157542388865,-78.76690007804426,35.59152720805609,-78.7667989746197,35.59147195587761,-78.76676317135689,35.591449915623635,-78.7667280735244,35.591422805453995,-78.766696429162,35.591394013587106,-78.76667029718385,35.591367484885765,-78.76665793142507,35.591349995677916,-78.76665314880111,35.591334211147824,-78.76665250933782,35.59131674715748,-78.76665600818436,35.59129928840842,-78.7666643334233,35.591282403200026,-78.76667679637545,35.59126496166021,-78.76669153430605,35.591245407104985,-78.76678501085686,35.59113600819513,-78.76685068973036,35.59106694838735,-78.76690178952299,35.5910159245773,-78.7669735154047,35.590947716401125,-78.76723280522636,35.59072356711499,-78.76731231116085,35.59065822565544,-78.76737258162824,35.59061462507919,-78.76743411803392,35.59057324974041,-78.76749025974745,35.59053744099322,-78.76754121408949,35.59050725602991,-78.76802827703338,35.59022368139971,-78.76806193571913,35.59021107019331,-78.76809472265741,35.59020268306392,-78.76813008399576,35.59019782079334,-78.76833791356707,35.59017920305889",243,DUCHART LN,Lakestone Village,1867.3991281724411
LineString,"-78.8039419559554,35.608996760685116,-78.80371726440454,35.60919100137398,-78.80366055851034,35.60923955340792,-78.80359487130828,35.60930754834739,-78.8035440929649,35.60936827057906,-78.80348732198917,35.60944357663373,-78.80344545511934,35.6095140419487,-78.80343430773551,35.609534570247135,-78.8034030114107,35.609594760547395,-78.8033712922412,35.6096681654584,-78.80334982901903,35.60973223591377,-78.80334686006104,35.60974258900274,-78.80333189394385,35.609794767086974,-78.80332218296645,35.60985060791291,-78.80331383848177,35.609906450948216,-78.80330949856871,35.60997458823226,-78.8033033589131,35.61035866034736,-78.8032960920952,35.61081328701151",244,DUNFIELD DR,Ashford Village,719.6458570571262
LineString,"-78.81718308051279,35.62780710707326,-78.81672290204601,35.62785874341835,-78.81653590310124,35.627879448396634,-78.81636526377699,35.62789922412858,-78.81616402361766,35.627927663460376,-78.81603799111946,35.62794547444097,-78.81517050534066,35.62808962739438",245,DURBAR DR,Alston Ridge,607.0984291092296
LineString,"-78.79499201779463,35.593301228265595,-78.79501981612553,35.593317277633275,-78.79504453084243,35.59333079518185,-78.79507542890437,35.59334432224987,-78.79510530269881,35.59335616377578,-78.79513105346436,35.59336715553923,-78.79516402374932,35.593377318462665,-78.79562872005036,35.59351285493018,-78.79590899901551,35.59358744137583,-78.79609353614408,35.59363735673012,-78.79618869119558,35.59366473848856,-78.79627789824704,35.59369113849763,-78.79636233986156,35.593718502161146,-78.79643012832379,35.59374194925241,-78.7964860122583,35.59376634897827,-78.79652879735404,35.59379266925754,-78.79657038194948,35.59382287883739,-78.79670575578477,35.59395046715363,-78.7968579940612,35.5940943329621,-78.79685993509433,35.59409616784236,-78.79730090436018,35.594527965871215,-78.7977950542242,35.59501156739,-78.79835605495032,35.59555977979751,-78.79895502486754,35.596156318435945,-78.79907309384384,35.59627144065159,-78.79910720889073,35.596302643849235,-78.79914957679598,35.59633520195122,-78.7991938527037,35.59636293621991,-78.79923193920659,35.596382333161024,-78.79926609956472,35.59639527772996,-78.7993120940216,35.5964082427315,-78.79936336428322,35.596414771450206,-78.79941332811431,35.59641807640537,-78.79947514198103,35.59641495591669,-78.79954167740283,35.59640860357024",246,DURHAM ST,Town Street,1826.64049979839
LineString,"-78.73726709586806,35.614601821771174,-78.73721796559757,35.61452937527908,-78.73720407261096,35.61450509960864,-78.7371936642132,35.61448297047238,-78.73718277102031,35.61445647755014,-78.73717911145093,35.614445657442786,-78.73717203207718,35.61442088450758,-78.73716602404434,35.614388781966255,-78.73716090424881,35.614351690337614,-78.73715507195351,35.61426539288607,-78.73715522906755,35.61414680880334,-78.73715755040767,35.61405151325291,-78.73716214124775,35.61397018697192,-78.73716847163143,35.613903881641264,-78.7371783917985,35.61382973384653,-78.73721861924197,35.61362014619388,-78.73732559173021,35.613113644447864,-78.73736033751798,35.61294776329065,-78.73738494072946,35.61280650517319,-78.73740343890718,35.61269101548179,-78.73741442260328,35.61259273876634,-78.73742417169069,35.612497679154245,-78.73743811261978,35.612355410052594,-78.7374514106794,35.612164182226884,-78.73746437142566,35.61191246481501,-78.73747323508383,35.6116555068541,-78.7374818943018,35.61129055077479,-78.73748226688886,35.61112129977612,-78.73748790786378,35.61078370701618,-78.73750144755616,35.6100251627497,-78.7375055512891,35.60965979915405,-78.73751076410859,35.60931256313036,-78.73751943495084,35.60879934206702,-78.73752761583579,35.60861810395715,-78.73753824346862,35.608402528032485,-78.73755236361903,35.60819029929729,-78.73756941465093,35.60797521404994,-78.73758032181148,35.60785360625991,-78.73758591411965,35.607750111311866,-78.73759034215266,35.60764518333573,-78.73759351901671,35.60756600997784,-78.73759380618523,35.60747729093152,-78.7375900204466,35.60738379291573,-78.73758577112633,35.607283135929514,-78.73758008188778,35.60720585528011,-78.73756532711737,35.60707274346258,-78.73755166296606,35.60696348306888,-78.73753336988092,35.60684085762544,-78.73743688073257,35.60615521673159,-78.7373717665843,35.605701460348214,-78.73729989174025,35.60517137001795,-78.73725031116145,35.60479110343819,-78.73723098931372,35.6046255467455,-78.7372202372087,35.604519154461656,-78.73721122127826,35.604417537007606,-78.73720514901932,35.60430876974395,-78.73720251460666,35.604220521139816,-78.73720161744617,35.604137046468864,-78.73720305112191,35.60405500734828,-78.73720750683688,35.603941970394224,-78.73721854077506,35.603781249464475,-78.73723308050995,35.6036200583664,-78.73726088895245,35.60332915550655,-78.73730372425338,35.602907112328886,-78.73734299614216,35.602503187537735,-78.73737807603952,35.602131211689496,-78.73739202512458,35.60197192837955,-78.73739942135309,35.60185221927222,-78.73740501700784,35.60174729365623,-78.73740642527525,35.60167336337536,-78.73740551910431,35.601592273720165,-78.73740347724008,35.60150164124386,-78.73739675774624,35.601412430075015,-78.73738379604465,35.601266920501,-78.73736387237876,35.60110708532668,-78.73733819311711,35.60092100439888,-78.737308955273,35.600752087345356,-78.73728209929358,35.60056886487286,-78.73718551454367,35.599989897125205,-78.73714719523271,35.59979102861221,-78.73712992436103,35.59971395709773,-78.73711064339987,35.59963120514371,-78.73708724547738,35.59954787279472,-78.73703478125165,35.599382601991024,-78.73696093684137,35.59918781556079,-78.73692096299342,35.59908791930425,-78.73688099853453,35.598985160219065,-78.73681205723759,35.598825070900695,-78.73674023159641,35.598660119469066,-78.73662137766081,35.59841185823691,-78.7365648329738,35.59829746123142,-78.73652625765634,35.59822495586392,-78.7364768842137,35.59813516624044,-78.73638474577288,35.59798154073163,-78.73630791314615,35.597868931224625,-78.73622974603482,35.59777103045391,-78.7361464317648,35.597673119357694,-78.7360399990419,35.59756254656371,-78.73591687642381,35.59744142983604,-78.73581810024451,35.59735084030125,-78.73566672384302,35.59721389918185,-78.73553071690452,35.59709800826607,-78.73537289129149,35.59696630697477,-78.73526251540687,35.59688199608394,-78.73517008783558,35.59681769193043,-78.73507250515293,35.59675547852485,-78.73502722389122,35.59672692453705,-78.73495843949944,35.59668766117185,-78.73487855938531,35.59664837446581,-78.73480858254132,35.59661674053652,-78.73474676685652,35.59658989366593,-78.73467969357408,35.59656303618802,-78.73462836540747,35.59654336743445,-78.7345542822146,35.59651744825876,-78.7344766872776,35.596493905559306,-78.7344055044918,35.59647371739718,-78.73430105322366,35.59644773170195,-78.73419251735844,35.59642078240498,-78.7337992097467,35.59632643148404,-78.73366032955772,35.59629226086243,-78.73354071138317,35.596260994245625,-78.73346488136065,35.59623956133026,-78.73346401912907,35.59623931786514,-78.7333913849024,35.59621697879731,-78.73331874961218,35.59619463968345,-78.73324173875949,35.59617121735936,-78.73316736035966,35.59614637024928,-78.73308547546682,35.59611640831007,-78.73295570044564,35.596063579037626,-78.7328156564552,35.596003372557085,-78.73240710936534,35.59582172391266,-78.73220155427673,35.59572984521841,-78.73204738072755,35.595663300540245,-78.73189565486403,35.595603545876884,-78.73184257182581,35.59558530348578,-78.73179969241113,35.59557185287772,-78.73176468374547,35.595562474107474,-78.73172841423869,35.59555458796125,-78.73169464907272,35.595548964429945,-78.73165664250129,35.59554474401353,-78.73157822997135,35.59553834762206,-78.73157802585538,35.595538331847536,-78.73157459344797,35.595538051143805,-78.73142284062746,35.595527923124855,-78.7312787753494,35.59551687265811,-78.73112595784735,35.595504013386396,-78.73101211245202,35.595493745161576,-78.73086762332673,35.595478757770934,-78.73027128926586,35.59541339969067,-78.73006849213496,35.595391827032415,-78.72995210966391,35.59537763200442,-78.72984746797091,35.59536559386421,-78.72976384982438,35.595353960234476,-78.7296701723419,35.595338011722056,-78.72958768565141,35.59532102258495,-78.72952924376183,35.5953062169032,-78.72947935900656,35.59529215315999,-78.72944233234077,35.59527976397061,-78.72942554533543,35.59527414695397,-78.72937829929573,35.59525613010853,-78.7293319360853,35.595237806031584,-78.72927945359443,35.5952147936627,-78.72922785225964,35.59518999486278,-78.7291775724224,35.595163409712534,-78.7291312347632,35.59513647547244,-78.72907584002836,35.59510188799699,-78.72900548527349,35.595056941639434,-78.72894723229899,35.59501872591865,-78.72888913307774,35.59497844090511,-78.72875452857927,35.59488378505113,-78.72841676266394,35.594644058718245,-78.72787451152284,35.59425755627601,-78.72754530551556,35.59403008129825,-78.72737067941019,35.593909417184044,-78.72715698424281,35.59376655564143,-78.7269062198604,35.593597961167454,-78.72678247468613,35.59351546209478,-78.72670768508087,35.59346658153104,-78.7266481217947,35.59343011315547,-78.72659829085836,35.59340090486457,-78.72655908938064,35.593378653115195,-78.72651085681983,35.59335229319405,-78.72646509511362,35.59332857900749,-78.7264219478676,35.59330844833474,-78.72637354703724,35.59328782897957,-78.72632834826913,35.593270316720854,-78.72628256140467,35.593253757700616,-78.72623968494882,35.59324006715538,-78.72618776023161,35.59322540163054,-78.72613787481066,35.59321241096796,-78.72608156038478,35.59320059744279,-78.72602582492812,35.593190216615625,-78.72596716489703,35.59318149855676,-78.72590791514696,35.593174210558715,-78.72584953791016,35.5931683550176,-78.72578561031253,35.593162963764904,-78.72572664094012,35.59315925305598,-78.72566562614584,35.59315601454067,-78.72560577570444,35.59315373320345,-78.72549599881842,35.59315062337304,-78.72537307364126,35.59314986883163,-78.72519408301083,35.59315017995843,-78.72506706293247,35.59315156207581,-78.72479053404061,35.593155944378715,-78.7245335665068,35.59316084722973,-78.72422549732296,35.59316682704558,-78.72376412403084,35.5931757956136,-78.72354219801936,35.593179822329596,-78.72332932591883,35.59318315444318,-78.72295847663472,35.593189940893836,-78.72272340815589,35.59319489073607,-78.72248162820989,35.59319839337959,-78.72221328763868,35.593199210869535,-78.72215693538237,35.593198605217424,-78.72208160500419,35.59319795614337,-78.72201766454955,35.593196379395906,-78.72192482123417,35.59319354303842,-78.72185212501265,35.59319099159049,-78.72172190571375,35.59318524365273,-78.72154601900462,35.59317440622653,-78.72134936896202,35.59316054002111,-78.72111949449344,35.593140933783666,-78.7209439670842,35.59312611393568,-78.72081126043763,35.59311364840574,-78.72069566295494,35.59310108503818,-78.72061116482413,35.5930915902028,-78.72053280048853,35.593081750656864,-78.72046888235558,35.59307373356132,-78.72042510607415,35.59306719328474,-78.72038921123433,35.5930613868346,-78.7203591733705,35.593055819199506,-78.72032925222872,35.59304872756237,-78.7202803401002,35.593035416735994",247,DWIGHT ROWLAND RD,White Oak II,11482.107968630973
LineString,"-78.8010908463831,35.59928709162965,-78.80077380226805,35.598994163659405,-78.80054202140894,35.59878001153295,-78.79995101833462,35.59822203883787,-78.79928554884422,35.59758465985058,-78.79913158803596,35.59744210591954,-78.79897766588502,35.59728328798418,-78.79863408538216,35.59694176663411,-78.7983355228462,35.59665065467867,-78.798075535521,35.5963664728841,-78.79791997564395,35.59620795640826,-78.79769489890415,35.59597405573605,-78.79755442007061,35.59583861705686,-78.79731659742941,35.595594187762956,-78.79711977760091,35.59540086163635,-78.79691705859466,35.59520366554745,-78.79671786465501,35.59501516265328,-78.7965316145328,35.594846943560135,-78.79625812827818,35.59460523952494,-78.7960624348571,35.594435074873786,-78.79585846446133,35.59426875396954,-78.79571697180707,35.59415657821576,-78.7955636667682,35.594044382424514,-78.7954032689659,35.593934104384296,-78.79521678558713,35.593813548632944,-78.79509333954485,35.59373666244087,-78.7949664548205,35.59366070687063,-78.7947846884575,35.59355754182107,-78.79453777593287,35.59341125177232,-78.79433772784391,35.59329496326444,-78.79403238062251,35.593115518189634,-78.79376625477877,35.59295773544353,-78.79343007997306,35.59275560967675,-78.79331659074096,35.59268679254892,-78.79325434041466,35.59265262651926,-78.79318464395749,35.59261428784367,-78.79310771445026,35.59257866894653,-78.79303069844391,35.59254972649379",248,E BROAD ST,Town Street,3449.954719854393
LineString,"-78.79303069844391,35.59254972649379,-78.79297806048757,35.592537149802766,-78.79292612601665,35.59252610756228,-78.79283733215301,35.59250952739696,-78.79270506713442,35.59248926203612,-78.79258858667266,35.59247454632383,-78.79245432813296,35.592461411837974,-78.79232203675016,35.59245150756324,-78.791798757089,35.592426416091676,-78.79127162634222,35.59240816546189,-78.79080519253024,35.59238715780702,-78.78981754625985,35.59234576261971,-78.78863097085151,35.59230146084503,-78.78826626572156,35.59228821819124,-78.78785992712221,35.59227346224904,-78.78752917095707,35.59225948250572,-78.78715315787574,35.59224290501169,-78.78681381777986,35.592232946542914,-78.78645842428408,35.59222295621714,-78.78619587900558,35.59222062243388,-78.78587600436718,35.59222005929299,-78.78558822128814,35.592223298133106,-78.78535088661309,35.59222568794912,-78.7850923213681,35.592236050471314,-78.78479981188721,35.592249585652674,-78.78170247009602,35.592500935421505,-78.78135723024374,35.592537084585906,-78.7811320711528,35.592561194593195,-78.78097442582704,35.59259155446522,-78.7807601541957,35.59264998694196,-78.78043366047385,35.59278975666153,-78.78026129789278,35.59287523644287,-78.78011805532611,35.59296384963776,-78.7799789727773,35.59306472016796,-78.7797552414892,35.59325276623514,-78.77959914749388,35.59340110276347,-78.77932082497856,35.593659529168264,-78.7791686223587,35.59375577781305,-78.77905778803672,35.59381532812178,-78.77894322949696,35.59386415035058,-78.7787836314632,35.5939205487619,-78.77860341204679,35.59397231408365,-78.77843073754292,35.59400877006175,-78.77825059202596,35.59403295588205,-78.77813799263868,35.59405113616447,-78.7780211983435,35.59405806917406,-78.77740042266991,35.59410930220343,-78.7773078460841,35.59411921292444,-78.77696736736523,35.59415565670489,-78.77669309578572,35.59418462062312,-78.77649096470374,35.594219609035726,-78.77631764568964,35.59427233282745,-78.7761298482177,35.59434270878323,-78.775913106798,35.5944424986221,-78.7756818842638,35.59455994222819,-78.77547234068196,35.594665638789586,-78.77533504864984,35.59473610860717,-78.77519779126985,35.594794789877284,-78.77506776425032,35.5948475892441,-78.77490890742133,35.59488855023232,-78.77467789506609,35.594929378166626,-78.77425282815075,35.59496389436548",249,E BROAD ST,Town Street,5841.995633866527
LineString,"-78.7887397472729,35.60432808870824,-78.78841166697714,35.60432041959219,-78.78824217059379,35.60432544716051,-78.78809221607273,35.6043358330921,-78.78788788839233,35.60436564544441,-78.78772049187755,35.60439906893716,-78.78757915815233,35.60443608653326,-78.78740126373073,35.60448972751947,-78.78721432494129,35.60455015162222,-78.78693860322863,35.60463638268021,-78.78680844944878,35.604674283411,-78.78668951297826,35.60470121299968,-78.78656291047787,35.60472917372619,-78.78641894782578,35.60475481247732,-78.7862956849382,35.604767324406446,-78.78615479667013,35.60477180173389,-78.78604460007588,35.604764950130274,-78.7859408931184,35.604753214388595,-78.78584192395672,35.60473250271895,-78.78576182667152,35.60470797167667,-78.7856880321415,35.6046770337738,-78.78560954510986,35.604638386045345,-78.78553421294939,35.604594608594475,-78.78545262121263,35.60454055047413,-78.78538360995306,35.604485230926755,-78.78529275269582,35.60440488072183",250,E CARDINAL DR,Cheek Park,1091.9556507742977
LineString,"-78.76362810650595,35.58433700570449,-78.76357449542695,35.584321710143186,-78.7634684092262,35.584298156577226,-78.76335410777672,35.58429126369822,-78.76301621900348,35.58428711503218,-78.7627413810199,35.58427947663687,-78.76260523066041,35.584279173787245,-78.76254770687369,35.584280485611366,-78.76249365747832,35.58428607682865,-78.7624378490522,35.584297356014666,-78.76237678410283,35.58431717105795,-78.76233315563675,35.58433559596277,-78.76229125587982,35.58435829506048,-78.76224585051733,35.58438810833482,-78.76221089113714,35.58442221015533,-78.76213041546903,35.58452314542245",251,E GREENBRIAR DR,Willow Creek,483.2066658224902
LineString,"-78.78906512802948,35.60716098903227,-78.78874569461611,35.607279809339204,-78.78867833928311,35.607300966932385,-78.78860641333583,35.60731572296248,-78.78853861838304,35.60732258993745,-78.7884785538836,35.607323667161175,-78.7883902676337,35.60732410391651,-78.78804003235932,35.607321132073224,-78.78758997034458,35.60731755846731,-78.78752191104512,35.60731786137417,-78.78746258809782,35.607311846333864,-78.78741123325767,35.60730289313924,-78.78736350897228,35.6072892184695,-78.78731868962937,35.60727141147156,-78.78725941680054,35.607245895692195,-78.7869641295382,35.6071039788913,-78.78666850673625,35.60696454952214,-78.78659953094494,35.6069344922993,-78.78654928428033,35.60691560643556,-78.7864905044869,35.60689879499158,-78.78643256508948,35.60688685702309,-78.78636267717995,35.60688046863507,-78.78629617750386,35.60688174439603,-78.78621260895707,35.60689064833475,-78.78614521823287,35.60690584535772,-78.78606756807172,35.60693355725211,-78.78596534483678,35.606970420938936,-78.78568180429994,35.60708090713908,-78.78541258853633,35.60718440693219,-78.7852464709571,35.607249537550885,-78.785179929369,35.60726984102607,-78.78509177696876,35.60728641866291,-78.78498930662842,35.607292929397474,-78.78490826917876,35.6072924092508,-78.78395343442271,35.6072677178386,-78.78339192511989,35.60724970568431,-78.7832788639026,35.607256257399335,-78.78317063680456,35.60727079045034,-78.78304433312343,35.607301856938086,-78.78289998013092,35.60733841209045,-78.78281879571212,35.607354833766365,-78.7827601687991,35.60736393132501,-78.78266999122874,35.6073711327089,-78.78205033988608,35.60735861976166,-78.78190934299406,35.60735288370686,-78.78183591562492,35.60734183968762,-78.78177196294601,35.60732181222772,-78.7816980021927,35.60728669908099,-78.78156008697954,35.60721918038877,-78.78150688043172,35.60719313276743,-78.7813928611505,35.60714357471707,-78.78130230004668,35.60711050918286,-78.78123916489997,35.60709932106762,-78.78117212476073,35.607094222009096,-78.78105726136343,35.607090875628195,-78.7807938558464,35.60708766608893,-78.78026493233006,35.60708122074722",252,E IVY VALLEY DR,Fern Valley,2725.076216521328
LineString,"-78.79989441013954,35.5866397255504,-78.79984019320679,35.58664432172881,-78.79979025938484,35.58665006610846,-78.79973498387756,35.58665434320417,-78.79919835930694,35.58665477465568,-78.79857226010496,35.586662919260014,-78.79830079089771,35.58666372104561,-78.7975308794207,35.586676218641024,-78.79662063620441,35.586680194551164,-78.79608581072756,35.586695735310656,-78.7953765076413,35.58671090434503,-78.79480810187763,35.58670445013276,-78.79471422418385,35.58669897604834",253,E JONES ST,Town Street,1540.7871028375573
LineString,"-78.7917093670182,35.60837065623277,-78.79158173027396,35.60828887228166,-78.79154317056947,35.6082648796077,-78.79147800579236,35.608229965988635,-78.79143144470899,35.60821030877084,-78.7913662369346,35.60819170931641,-78.79129035254056,35.608182878813906,-78.79121444583912,35.60818057340444,-78.79042115280143,35.608173812561155,-78.79027918131347,35.60816942581091,-78.79020481236539,35.60816791745192,-78.79012704111176,35.60817468426461,-78.79005370596393,35.60818996873412,-78.78995476905799,35.60821954016077,-78.78972431982098,35.608298814910555",254,E LAKOTA DR,Oaks of Sippihaw,618.8042498333751
LineString,"-78.78872731158474,35.60604848485621,-78.78823412515794,35.60615607324503,-78.78803035173577,35.60618788428197,-78.78788737861817,35.60620785402612,-78.78778044157073,35.60621869501791,-78.78769940560177,35.60622222939484,-78.78762513200283,35.606222099652605,-78.78754074834762,35.60621551985555,-78.78747550103871,35.60620621519627,-78.78740914699661,35.606190475325626,-78.78733156455868,35.60616460665364,-78.78725850365718,35.60613139408499,-78.78720006446734,35.60610188204874,-78.78715287231343,35.60607330909901,-78.78710457457224,35.6060383018546,-78.78704170835954,35.60597937404389,-78.7869945813218,35.60592690612045,-78.7869591518493,35.60588159771181,-78.78692397289977,35.605817417267026,-78.78689935138392,35.60576498875189,-78.78688373293141,35.60571349453515,-78.78687039050092,35.60565189608524,-78.78685088827346,35.60545168593464,-78.78683709667716,35.60533342061329,-78.78682697378734,35.605250481006486,-78.78681496611479,35.60516907316392,-78.78680108063918,35.60508612514943,-78.78679086600718,35.60504271236434,-78.7867681013526,35.60495081776508,-78.78675037236253,35.60488815786514,-78.78668951297826,35.60470121299968",255,E MAPLE LN,Cheek Park,1017.84730588782
LineString,"-78.79942051284009,35.56989305420784,-78.79924896254741,35.56988450323094,-78.79912922883275,35.569877415930634,-78.79700780905807,35.5697495815283,-78.7968762235852,35.56974551173141,-78.79672105758071,35.569743876689714,-78.79658823111794,35.569745024520735,-78.79645456504068,35.569746184321,-78.79605678576279,35.569746724265386,-78.79567793100468,35.56974845033001,-78.79488863492868,35.569750667465115",256,E QUAILWOOD DR,Phillips Pointe,1349.6172183632468
LineString,"-78.80010475452646,35.57763325755276,-78.79933989703173,35.577641057787304,-78.79904833618477,35.57764309628412,-78.79875989970837,35.577641717542946,-78.79826352333816,35.57763966676657,-78.79766687233796,35.57763612558375,-78.79763031117987,35.577634358350466,-78.79758644223094,35.57763001715557,-78.79754989709707,35.57762227454675,-78.79751544702317,35.57761197634455,-78.79746743273762,35.5775948256202,-78.7974246396498,35.57757853810802,-78.79739334021839,35.57756141521849,-78.79736685148751,35.57754737772141,-78.79734325967827,35.577534874725124,-78.79731404048185,35.577522023411504,-78.7972889836833,35.57751515351151,-78.79725242899235,35.57751082439739,-78.79691916985037,35.577507707914656",257,E RANSOM ST,Town Street,957.473523802906
LineString,"-78.79977575101329,35.5802850281843,-78.79947432585627,35.58028184498339,-78.79828355881752,35.58027934594876,-78.79724521548518,35.580281845444745,-78.79552474221461,35.5802715440992,-78.79482898584409,35.58027781692575,-78.794394841112,35.580261696254894,-78.79313617364004,35.58028758459043,-78.79174038156712,35.58031583450994",258,E SPRING ST,Town Street,2389.63993018981
LineString,"-78.77635162404363,35.585913854382476,-78.77642724645034,35.58611123022975,-78.77644453948187,35.58615392881447,-78.77645548651935,35.58620178704311,-78.7764585276532,35.586247044617174,-78.77645367245654,35.58628582374112,-78.77643455817623,35.586329748854986,-78.77640437096221,35.58637106658085,-78.77636945793834,35.58640461727075,-78.77632504722007,35.586438151371304,-78.77627907793445,35.5864626334526,-78.77622996278302,35.586480643095456,-78.77617295263907,35.586490881648864,-78.77611437190228,35.58649723766549,-78.77603207115898,35.58649579431398,-78.77544801791663,35.58648319035387,-78.7752819706381,35.586479606843916,-78.77444789109317,35.58646642011097,-78.77345787513092,35.586450719627436,-78.7728015132421,35.586448372067636",259,E STONE ARCH DR,Sunset Forest,1260.939438088596
LineString,"-78.77670111039696,35.58364132198116,-78.77669555911427,35.583422067303786,-78.776690775702,35.58337076712902,-78.77668103441297,35.58333152666891,-78.77666759161622,35.58329529638638,-78.77664799108872,35.583260058942564,-78.77662591385112,35.583229846747315,-78.77659399121708,35.58319861319162,-78.77656819256599,35.58317744508801,-78.77653623893222,35.58315827758254,-78.77650303393612,35.583145142631324,-78.77646490708527,35.583130993558,-78.77641692099195,35.583120848374385,-78.77637629912881,35.58311876080566,-78.77620886705073,35.58311845258231,-78.77511064356331,35.583137544931475,-78.77410478144053,35.58314774903768,-78.77308657365504,35.583162711799545,-78.77243773977432,35.583168947680676",260,E STONEMASON DR,Sunset Forest,1412.7239942435006
LineString,"-78.79694069589051,35.581995316995304,-78.79680125418098,35.58188153112318,-78.79670678663828,35.58183226222262,-78.79636291303063,35.581825848103115,-78.79480608517648,35.58184537393249,-78.79443351565077,35.5818547723139,-78.79325891083589,35.58187813868959,-78.79176496833756,35.58182171126861,-78.79052562518382,35.581810086789275,-78.7900380294336,35.58178177156613,-78.78987290430806,35.58174559695864,-78.78967361598848,35.58169974778045,-78.78965787755435,35.581695619174845,-78.78943050242414,35.58163596473013,-78.78916536811202,35.581581584239196,-78.78882145526309,35.58159043192474,-78.78835694481111,35.581634050144835",261,E VANCE ST,Town Street,2586.794419158239
LineString,"-78.79975710972114,35.5819828540824,-78.79910500980486,35.581980475269845,-78.7982673763809,35.58197508901649,-78.79806654314916,35.58198123019758,-78.79750373598347,35.581979214686605,-78.79694069589051,35.581995316995304",262,E VANCE ST,Town Street,837.5662308229141
LineString,"-78.80952848144636,35.61032266388624,-78.80955703821752,35.61033437984319,-78.80959080805164,35.610340091678104,-78.80962458619892,35.61034226555532,-78.81145120161695,35.610404625879816,-78.81262001890745,35.61040396151566,-78.81295414499263,35.610404476083296,-78.81326573860183,35.61040802165575,-78.81355480087511,35.610414596605274,-78.81434805474133,35.61042172738261",263,EDGECROFT WAY,Park Grove,1434.2986389513264
LineString,"-78.78835694481111,35.581634050144835,-78.7883796880024,35.581399572814384,-78.78841376829565,35.58122739916737,-78.78852401174424,35.581028915533544,-78.78871354729854,35.58073114446972,-78.78883591196389,35.58055912504733,-78.788924620566,35.5802338758906,-78.78896426008538,35.579405425424085,-78.78899294629412,35.57844437609413,-78.78901513629101,35.57782941668685",264,ENGLAND AVE,Town Street,1419.8649189288387
LineString,"-78.75538639602728,35.54959416686298,-78.75619149338111,35.54947117046,-78.75646813934765,35.549426410779716,-78.75659223491493,35.54940400264521,-78.75669661268647,35.549388112627504,-78.75680390063772,35.549374614371224,-78.75689877418054,35.54936526469029,-78.75701918092241,35.54935656184302,-78.75715061910816,35.549350995293125,-78.7573015566012,35.54934700626441,-78.7581311459231,35.54932717953064,-78.75822892884815,35.549320815557365,-78.75831219498232,35.549313483356066,-78.75837773738787,35.549305744464085,-78.75844673404895,35.549295133311695,-78.758510164607,35.54928207545258,-78.75857418015848,35.54926664802246,-78.75867713537234,35.54923823293181,-78.75877411613672,35.54920706290761,-78.75886264044041,35.549173610782695,-78.75896432005827,35.5491323136116,-78.75906338614222,35.54908671867058,-78.75909795338039,35.5490681903004,-78.75914793612789,35.54904027458606,-78.75920897409367,35.54900043261518,-78.75928179393878,35.548948345811255,-78.75935725369753,35.54889197169235,-78.75944843973917,35.54881248053487",265,FAIRWAY GREEN DR,Hidden Valley,1270.8005637574045
LineString,"-78.83185830012786,35.57508830279349,-78.83158878227187,35.5733085815651,-78.83156819003042,35.573172102683984,-78.83154235157664,35.57304840829019,-78.83151809433303,35.57292679020108,-78.83149161983032,35.57284857144671,-78.8314631704387,35.572771961649146,-78.8314425599409,35.572720349531664,-78.83141408608098,35.572655024315296,-78.83138265490771,35.57258888913535,-78.83134531299869,35.572518715581324,-78.83130599511574,35.57245015097477,-78.83126568482223,35.572384003432965,-78.83123127194601,35.57232834104383,-78.83120176618665,35.57228558269687,-78.83116536729125,35.572236366146335,-78.83111912465118,35.57217665802523,-78.83106893840132,35.57211613855073,-78.83097955275757,35.572016768260106,-78.8285589488393,35.5695537590908",266,FAR POST DR,Fleming Fields ,2313.4746053547315
